timestamp,tear_id,linha,turno,batch_id,roll_number,fabric_type,temperatura,umidade,vibracao,velocidade_rpm,metros_produzidos,status
2025-11-05T21:28:19,POWERLOOM-03,Linha-B,Evening,800015,121,polyester,32.2,68.4,2.42,1414,45,operando
2025-11-05T21:28:19,POWERLOOM-04,Linha-B,Evening,800012,122,polyester,26.5,64.5,1.73,1362,46,operando
2025-11-05T21:28:19,POWERLOOM-05,Linha-C,Evening,800010,118,silk,24.9,69.8,1.05,1331,43,operando
2025-11-05T21:28:19,POWERLOOM-06,Linha-C,Evening,800011,123,linen,28.4,63.8,1.44,1270,51,operando
2025-11-05T21:28:49,POWERLOOM-01,Linha-A,Evening,800002,119,cotton,25.9,64.9,1.3,1276,49,operando
2025-11-05T21:28:49,POWERLOOM-02,Linha-A,Evening,800017,120,cotton,25.0,62.3,1.42,1305,48,operando
2025-11-05T21:28:49,POWERLOOM-03,Linha-B,Evening,800015,121,polyester,28.6,74.3,2.61,1407,52,operando
2025-11-05T21:28:49,POWERLOOM-04,Linha-B,Evening,800012,122,polyester,28.6,68.0,1.99,1310,52,operando
2025-11-05T21:28:49,POWERLOOM-05,Linha-C,Evening,800010,118,silk,26.4,70.5,1.32,1282,35,operando
2025-11-05T21:28:49,POWERLOOM-06,Linha-C,Evening,800011,123,linen,26.5,62.6,1.55,1311,46,operando
2025-11-05T21:29:19,POWERLOOM-01,Linha-A,Evening,800002,119,cotton,23.8,63.5,1.21,1373,44,operando
2025-11-05T21:29:19,POWERLOOM-02,Linha-A,Evening,800017,120,cotton,23.3,69.5,1.31,1310,43,operando
2025-11-05T21:29:19,POWERLOOM-03,Linha-B,Evening,800015,121,polyester,33.1,68.9,2.48,1371,40,operando
2025-11-05T21:29:19,POWERLOOM-04,Linha-B,Evening,800012,122,polyester,24.0,66.9,1.59,1402,46,operando
2025-11-05T21:29:19,POWERLOOM-05,Linha-C,Evening,800010,118,silk,25.1,75.1,1.11,1266,34,operando
2025-11-05T21:29:19,POWERLOOM-06,Linha-C,Evening,800011,123,linen,28.3,60.7,1.61,1266,56,operando
2025-11-05T21:29:49,POWERLOOM-01,Linha-A,Evening,800002,119,cotton,30.9,53.1,1.27,1281,47,operando
2025-11-05T21:29:49,POWERLOOM-02,Linha-A,Evening,800017,120,cotton,26.2,65.5,1.64,1312,47,operando
2025-11-05T21:29:49,POWERLOOM-03,Linha-B,Evening,800015,121,polyester,33.9,72.5,2.54,1361,42,operando
2025-11-05T21:29:49,POWERLOOM-04,Linha-B,Evening,800012,122,polyester,31.8,73.2,1.85,1335,48,operando
2025-11-05T21:29:49,POWERLOOM-05,Linha-C,Evening,800010,118,silk,26.3,72.4,0.93,1208,34,operando
2025-11-05T21:29:49,POWERLOOM-06,Linha-C,Evening,800011,123,linen,28.9,63.7,1.44,1366,42,operando
2025-11-05T21:30:19,POWERLOOM-01,Linha-A,Evening,800002,119,cotton,28.7,64.7,1.22,1364,52,operando
2025-11-05T21:30:19,POWERLOOM-02,Linha-A,Evening,800017,120,cotton,29.3,70.0,1.74,1273,44,operando
2025-11-05T21:30:19,POWERLOOM-03,Linha-B,Evening,800015,121,polyester,32.4,73.0,2.43,1345,35,operando
2025-11-05T21:30:19,POWERLOOM-04,Linha-B,Evening,800012,122,polyester,28.6,69.5,1.87,1337,52,operando
2025-11-05T21:30:19,POWERLOOM-05,Linha-C,Evening,800010,118,silk,22.6,67.2,0.96,1275,33,operando
2025-11-05T21:30:19,POWERLOOM-06,Linha-C,Evening,800011,123,linen,28.5,55.0,1.53,1318,44,operando
2025-11-05T21:30:49,POWERLOOM-01,Linha-A,Evening,800002,119,cotton,24.6,65.9,1.32,1300,44,operando
2025-11-05T21:30:49,POWERLOOM-02,Linha-A,Evening,800017,120,cotton,26.7,64.2,1.39,1297,50,operando
2025-11-05T21:30:49,POWERLOOM-03,Linha-B,Evening,800015,121,polyester,31.0,72.5,2.43,1336,51,operando
2025-11-05T21:30:49,POWERLOOM-04,Linha-B,Evening,800012,122,polyester,27.7,67.6,1.63,1351,44,operando
2025-11-05T21:30:49,POWERLOOM-05,Linha-C,Evening,800010,124,silk,23.7,73.9,1.05,1249,34,operando
2025-11-05T21:30:49,POWERLOOM-06,Linha-C,Evening,800011,123,linen,28.3,60.5,1.64,1267,44,operando
2025-11-05T21:31:19,POWERLOOM-01,Linha-A,Evening,800020,125,cotton,27.8,58.7,1.18,1347,50,operando
2025-11-05T21:31:19,POWERLOOM-02,Linha-A,Evening,800017,126,cotton,27.7,66.3,1.38,1331,44,operando
2025-11-05T21:31:19,POWERLOOM-03,Linha-B,Evening,800015,127,polyester,31.3,69.0,2.23,1312,48,operando
2025-11-05T21:31:19,POWERLOOM-04,Linha-B,Evening,800012,128,polyester,31.0,67.7,1.73,1307,43,operando
2025-11-05T21:31:19,POWERLOOM-05,Linha-C,Evening,800010,124,silk,24.2,75.3,1.0,1232,40,operando
2025-11-05T21:31:19,POWERLOOM-06,Linha-C,Evening,800011,129,linen,25.4,61.3,1.69,1309,45,operando
2025-11-05T21:31:49,POWERLOOM-01,Linha-A,Evening,800020,125,cotton,21.8,79.3,1.21,1310,46,operando
2025-11-05T21:31:49,POWERLOOM-02,Linha-A,Evening,800017,126,cotton,24.2,60.6,1.69,1350,44,operando
2025-11-05T21:31:49,POWERLOOM-03,Linha-B,Evening,800015,127,polyester,31.8,77.2,2.66,1454,39,operando
2025-11-05T21:31:49,POWERLOOM-04,Linha-B,Evening,800012,128,polyester,26.9,68.7,1.82,1318,50,operando
2025-11-05T21:31:49,POWERLOOM-05,Linha-C,Evening,800010,124,silk,27.4,70.7,0.96,1241,39,operando
2025-11-05T21:31:49,POWERLOOM-06,Linha-C,Evening,800011,129,linen,29.2,65.2,1.84,1306,51,operando
2025-11-05T21:32:19,POWERLOOM-01,Linha-A,Evening,800020,125,cotton,23.5,57.4,1.1,1272,43,operando
2025-11-05T21:32:19,POWERLOOM-02,Linha-A,Evening,800017,126,cotton,23.2,63.4,1.41,1280,46,operando
2025-11-05T21:32:19,POWERLOOM-03,Linha-B,Evening,800015,127,polyester,28.5,69.8,2.22,1376,51,operando
2025-11-05T21:32:19,POWERLOOM-04,Linha-B,Evening,800012,128,polyester,27.3,64.7,1.72,1315,47,operando
2025-11-05T21:32:19,POWERLOOM-05,Linha-C,Evening,800010,124,silk,24.6,73.1,0.86,1253,42,operando
2025-11-05T21:32:19,POWERLOOM-06,Linha-C,Evening,800011,129,linen,27.8,60.1,1.63,1318,48,operando
2025-11-05T21:32:49,POWERLOOM-01,Linha-A,Evening,800020,125,cotton,27.6,65.3,0.98,1332,50,operando
2025-11-05T21:32:49,POWERLOOM-02,Linha-A,Evening,800017,126,cotton,26.9,59.7,1.49,1352,52,operando
2025-11-05T21:32:49,POWERLOOM-03,Linha-B,Evening,800015,127,polyester,34.6,71.1,2.61,1353,48,operando
2025-11-05T21:32:49,POWERLOOM-04,Linha-B,Evening,800012,128,polyester,30.4,68.1,1.66,1289,49,operando
2025-11-05T21:32:49,POWERLOOM-05,Linha-C,Evening,800010,124,silk,18.6,68.5,1.03,1209,41,operando
2025-11-05T21:32:49,POWERLOOM-06,Linha-C,Evening,800011,129,linen,28.2,57.0,1.81,1267,48,operando
2025-11-05T21:33:19,POWERLOOM-01,Linha-A,Evening,800020,125,cotton,24.0,63.6,1.28,1308,45,operando
2025-11-05T21:33:19,POWERLOOM-02,Linha-A,Evening,800017,126,cotton,27.5,62.5,1.52,1321,50,operando
2025-11-05T21:33:19,POWERLOOM-03,Linha-B,Evening,800015,127,polyester,36.2,86.2,2.53,1304,42,alerta
2025-11-05T21:33:19,POWERLOOM-04,Linha-B,Evening,800012,128,polyester,26.5,65.4,1.62,1354,49,operando
2025-11-05T21:33:19,POWERLOOM-05,Linha-C,Evening,800010,124,silk,26.5,73.5,1.14,1221,36,operando
2025-11-05T21:33:19,POWERLOOM-06,Linha-C,Evening,800011,129,linen,23.4,60.8,1.63,1280,44,operando
2025-11-05T21:33:49,POWERLOOM-01,Linha-A,Evening,800020,125,cotton,23.1,57.1,1.44,1310,47,operando
2025-11-05T21:33:49,POWERLOOM-02,Linha-A,Evening,800017,126,cotton,26.0,60.9,1.57,1287,47,operando
2025-11-05T21:33:49,POWERLOOM-03,Linha-B,Evening,800015,127,polyester,29.1,69.4,2.76,1313,45,operando
2025-11-05T21:33:49,POWERLOOM-04,Linha-B,Evening,800012,128,polyester,27.9,66.0,1.69,1367,50,operando
2025-11-05T21:33:49,POWERLOOM-05,Linha-C,Evening,800010,124,silk,21.7,76.0,0.91,1219,38,operando
2025-11-05T21:33:49,POWERLOOM-06,Linha-C,Evening,800011,129,linen,28.9,61.1,1.64,1218,49,operando
2025-11-05T21:34:19,POWERLOOM-01,Linha-A,Evening,800020,125,cotton,23.7,64.7,0.87,1295,42,operando
2025-11-05T21:34:19,POWERLOOM-02,Linha-A,Evening,800017,126,cotton,26.8,68.5,1.6,1336,42,operando
2025-11-05T21:34:19,POWERLOOM-03,Linha-B,Evening,800015,127,polyester,38.2,68.4,2.65,1379,49,alerta
2025-11-05T21:34:19,POWERLOOM-04,Linha-B,Evening,800012,128,polyester,28.0,66.7,1.91,1413,46,operando
2025-11-05T21:34:19,POWERLOOM-05,Linha-C,Evening,800010,124,silk,27.1,73.2,0.9,1296,40,operando
2025-11-05T21:34:19,POWERLOOM-06,Linha-C,Evening,800011,129,linen,27.9,57.8,1.7,1237,46,operando
2025-11-05T21:34:49,POWERLOOM-01,Linha-A,Evening,800020,125,cotton,35.4,71.5,1.24,1259,45,operando
2025-11-05T21:34:49,POWERLOOM-02,Linha-A,Evening,800017,126,cotton,29.4,61.5,1.27,1368,51,operando
2025-11-05T21:34:49,POWERLOOM-03,Linha-B,Evening,800015,127,polyester,31.5,69.2,2.62,1414,36,operando
2025-11-05T21:34:49,POWERLOOM-04,Linha-B,Evening,800012,128,polyester,27.5,71.4,1.71,1342,46,operando
2025-11-05T21:34:49,POWERLOOM-05,Linha-C,Evening,800010,124,silk,27.7,68.7,1.12,1229,43,operando
2025-11-05T21:34:49,POWERLOOM-06,Linha-C,Evening,800011,129,linen,28.7,61.6,1.52,1298,48,operando
2025-11-05T21:35:19,POWERLOOM-01,Linha-A,Evening,800020,125,cotton,27.2,63.0,1.19,1262,42,operando
2025-11-05T21:35:19,POWERLOOM-02,Linha-A,Evening,800017,126,cotton,26.2,60.2,1.48,1266,39,operando
2025-11-05T21:35:19,POWERLOOM-03,Linha-B,Evening,800015,127,polyester,32.3,69.4,2.56,1395,50,operando
2025-11-05T21:35:19,POWERLOOM-04,Linha-B,Evening,800012,128,polyester,30.0,69.2,1.8,1372,52,operando
2025-11-05T21:35:19,POWERLOOM-05,Linha-C,Evening,800010,124,silk,27.1,74.0,0.97,1252,35,operando
2025-11-05T21:35:19,POWERLOOM-06,Linha-C,Evening,800011,129,linen,29.0,61.2,1.63,1306,43,operando
2025-11-05T21:35:49,POWERLOOM-01,Linha-A,Evening,800020,125,cotton,27.3,54.9,1.12,1294,44,operando
2025-11-05T21:35:49,POWERLOOM-02,Linha-A,Evening,800017,126,cotton,23.3,68.8,1.18,1249,49,operando
2025-11-05T21:35:49,POWERLOOM-03,Linha-B,Evening,800015,127,polyester,30.7,69.8,2.39,1368,41,operando
2025-11-05T21:35:49,POWERLOOM-04,Linha-B,Evening,800012,128,polyester,30.0,67.1,1.95,1275,40,operando
2025-11-05T21:35:49,POWERLOOM-05,Linha-C,Evening,800010,124,silk,27.8,70.2,1.15,1233,34,operando
2025-11-05T21:35:49,POWERLOOM-06,Linha-C,Evening,800011,129,linen,32.0,64.1,1.76,1307,43,operando
2025-11-05T21:36:19,POWERLOOM-01,Linha-A,Evening,800020,125,cotton,24.3,58.9,1.5,1323,51,operando
2025-11-05T21:36:19,POWERLOOM-02,Linha-A,Evening,800017,126,cotton,24.8,56.5,1.32,1330,55,operando
2025-11-05T21:36:19,POWERLOOM-03,Linha-B,Evening,800015,127,polyester,32.5,80.9,2.42,1370,54,operando
2025-11-05T21:36:19,POWERLOOM-04,Linha-B,Evening,800012,128,polyester,26.0,68.4,2.0,1314,49,operando
2025-11-05T21:36:19,POWERLOOM-05,Linha-C,Evening,800010,124,silk,25.4,73.0,1.15,1266,34,operando
2025-11-05T21:36:19,POWERLOOM-06,Linha-C,Evening,800011,129,linen,26.7,61.6,1.79,1299,43,operando
2025-11-05T21:36:49,POWERLOOM-01,Linha-A,Evening,800023,130,cotton,28.7,66.1,1.18,1261,48,operando
2025-11-05T21:36:49,POWERLOOM-02,Linha-A,Evening,800017,131,cotton,28.7,68.9,1.54,1367,43,operando
2025-11-05T21:36:49,POWERLOOM-03,Linha-B,Evening,800015,132,polyester,35.6,69.3,2.43,1415,50,operando
2025-11-05T21:36:49,POWERLOOM-04,Linha-B,Evening,800012,133,polyester,28.4,64.5,1.98,1388,52,operando
2025-11-05T21:36:49,POWERLOOM-05,Linha-C,Evening,800010,124,silk,28.8,73.6,0.86,1222,34,operando
2025-11-05T21:36:49,POWERLOOM-06,Linha-C,Evening,800011,134,linen,25.9,65.5,1.79,1284,48,operando
2025-11-05T21:37:19,POWERLOOM-01,Linha-A,Evening,800023,130,cotton,24.7,57.8,1.32,1263,48,operando
2025-11-05T21:37:19,POWERLOOM-02,Linha-A,Evening,800017,131,cotton,26.7,62.4,1.18,1238,47,operando
2025-11-05T21:37:19,POWERLOOM-03,Linha-B,Evening,800015,132,polyester,33.2,65.4,2.54,1427,44,operando
2025-11-05T21:37:19,POWERLOOM-04,Linha-B,Evening,800012,133,polyester,30.0,68.2,1.92,1270,49,operando
2025-11-05T21:37:19,POWERLOOM-05,Linha-C,Evening,800010,124,silk,27.0,72.7,0.88,1239,37,operando
2025-11-05T21:37:19,POWERLOOM-06,Linha-C,Evening,800011,134,linen,29.8,56.8,1.76,1264,44,operando
2025-11-05T21:37:49,POWERLOOM-01,Linha-A,Evening,800023,130,cotton,28.1,62.8,1.19,1268,40,operando
2025-11-05T21:37:49,POWERLOOM-02,Linha-A,Evening,800017,131,cotton,29.8,68.1,1.49,1298,50,operando
2025-11-05T21:37:49,POWERLOOM-03,Linha-B,Evening,800015,132,polyester,31.1,68.1,2.47,1306,58,operando
2025-11-05T21:37:49,POWERLOOM-04,Linha-B,Evening,800012,133,polyester,28.6,69.8,1.78,1285,49,operando
2025-11-05T21:37:49,POWERLOOM-05,Linha-C,Evening,800025,135,silk,34.6,74.1,0.79,1232,35,operando
2025-11-05T21:37:49,POWERLOOM-06,Linha-C,Evening,800011,134,linen,24.9,70.5,1.62,1256,53,operando
2025-11-05T21:38:19,POWERLOOM-01,Linha-A,Evening,800023,130,cotton,30.0,58.8,1.32,1306,52,operando
2025-11-05T21:38:19,POWERLOOM-02,Linha-A,Evening,800017,131,cotton,30.0,82.0,1.46,1301,50,operando
2025-11-05T21:38:19,POWERLOOM-03,Linha-B,Evening,800015,132,polyester,28.0,73.6,2.53,1449,44,operando
2025-11-05T21:38:19,POWERLOOM-04,Linha-B,Evening,800012,133,polyester,29.0,71.8,1.81,1304,51,operando
2025-11-05T21:38:19,POWERLOOM-05,Linha-C,Evening,800025,135,silk,29.3,69.6,0.77,1260,34,operando
2025-11-05T21:38:19,POWERLOOM-06,Linha-C,Evening,800011,134,linen,30.7,64.2,1.45,1371,50,operando
2025-11-05T21:38:49,POWERLOOM-01,Linha-A,Evening,800023,130,cotton,28.4,61.1,1.21,1245,53,operando
2025-11-05T21:38:49,POWERLOOM-02,Linha-A,Evening,800017,131,cotton,25.1,64.2,1.76,1286,47,operando
2025-11-05T21:38:49,POWERLOOM-03,Linha-B,Evening,800015,132,polyester,33.0,70.1,2.77,1355,46,operando
2025-11-05T21:38:49,POWERLOOM-04,Linha-B,Evening,800012,133,polyester,29.4,71.8,1.9,1364,44,operando
2025-11-05T21:38:49,POWERLOOM-05,Linha-C,Evening,800025,135,silk,26.0,72.8,1.14,1256,29,operando
2025-11-05T21:38:49,POWERLOOM-06,Linha-C,Evening,800011,134,linen,30.2,62.6,1.64,1254,47,operando
2025-11-05T21:39:19,POWERLOOM-01,Linha-A,Evening,800023,130,cotton,25.2,60.9,1.18,1355,47,operando
2025-11-05T21:39:19,POWERLOOM-02,Linha-A,Evening,800017,131,cotton,30.3,61.2,1.63,1403,48,operando
2025-11-05T21:39:19,POWERLOOM-03,Linha-B,Evening,800015,132,polyester,32.4,82.0,2.51,1333,50,operando
2025-11-05T21:39:19,POWERLOOM-04,Linha-B,Evening,800012,133,polyester,28.7,68.3,1.84,1401,48,operando
2025-11-05T21:39:19,POWERLOOM-05,Linha-C,Evening,800025,135,silk,22.7,74.4,3.57,1228,37,alerta
2025-11-05T21:39:19,POWERLOOM-06,Linha-C,Evening,800011,134,linen,30.4,67.4,1.48,1341,47,operando
2025-11-05T21:39:49,POWERLOOM-01,Linha-A,Evening,800023,130,cotton,28.4,67.5,1.26,1307,49,operando
2025-11-05T21:39:49,POWERLOOM-02,Linha-A,Evening,800017,131,cotton,26.2,66.5,1.55,1322,41,operando
2025-11-05T21:39:49,POWERLOOM-03,Linha-B,Evening,800015,132,polyester,33.3,70.8,2.52,1376,39,operando
2025-11-05T21:39:49,POWERLOOM-04,Linha-B,Evening,800012,133,polyester,30.4,70.5,1.84,1314,42,operando
2025-11-05T21:39:49,POWERLOOM-05,Linha-C,Evening,800025,135,silk,24.0,71.0,1.11,1248,41,operando
2025-11-05T21:39:49,POWERLOOM-06,Linha-C,Evening,800011,134,linen,27.1,62.1,1.86,1357,47,operando
2025-11-05T21:40:19,POWERLOOM-01,Linha-A,Evening,800023,130,cotton,23.6,60.6,0.89,1326,49,operando
2025-11-05T21:40:19,POWERLOOM-02,Linha-A,Evening,800017,131,cotton,25.9,64.7,1.44,1365,48,operando
2025-11-05T21:40:19,POWERLOOM-03,Linha-B,Evening,800015,132,polyester,30.0,73.2,2.47,1357,46,operando
2025-11-05T21:40:19,POWERLOOM-04,Linha-B,Evening,800012,133,polyester,27.4,71.2,2.02,1277,49,operando
2025-11-05T21:40:19,POWERLOOM-05,Linha-C,Evening,800025,135,silk,25.6,71.4,0.9,1233,40,operando
2025-11-05T21:40:19,POWERLOOM-06,Linha-C,Evening,800011,134,linen,27.9,60.7,1.57,1300,49,operando
2025-11-05T21:40:49,POWERLOOM-01,Linha-A,Evening,800023,130,cotton,28.8,64.0,1.13,1347,54,operando
2025-11-05T21:40:49,POWERLOOM-02,Linha-A,Evening,800017,131,cotton,26.0,63.7,1.55,1273,49,operando
2025-11-05T21:40:49,POWERLOOM-03,Linha-B,Evening,800015,132,polyester,33.1,70.5,2.62,1278,31,operando
2025-11-05T21:40:49,POWERLOOM-04,Linha-B,Evening,800012,133,polyester,32.6,66.1,1.74,1321,47,operando
2025-11-05T21:40:49,POWERLOOM-05,Linha-C,Evening,800025,135,silk,21.2,76.6,1.04,1319,28,operando
2025-11-05T21:40:49,POWERLOOM-06,Linha-C,Evening,800011,134,linen,26.8,60.8,1.72,1257,45,operando
2025-11-05T21:41:19,POWERLOOM-01,Linha-A,Evening,800023,130,cotton,26.0,68.2,1.21,1320,54,operando
2025-11-05T21:41:19,POWERLOOM-02,Linha-A,Evening,800017,131,cotton,27.1,59.6,1.6,1347,40,operando
2025-11-05T21:41:19,POWERLOOM-03,Linha-B,Evening,800015,132,polyester,30.5,64.6,2.67,1357,42,operando
2025-11-05T21:41:19,POWERLOOM-04,Linha-B,Evening,800012,133,polyester,26.4,67.2,1.65,1280,49,operando
2025-11-05T21:41:19,POWERLOOM-05,Linha-C,Evening,800025,135,silk,23.3,78.4,2.77,1182,34,operando
2025-11-05T21:41:19,POWERLOOM-06,Linha-C,Evening,800011,134,linen,27.8,54.2,1.36,1355,48,operando
2025-11-05T21:41:49,POWERLOOM-01,Linha-A,Evening,800023,130,cotton,24.6,64.2,1.04,1179,50,operando
2025-11-05T21:41:49,POWERLOOM-02,Linha-A,Evening,800017,131,cotton,27.9,76.4,1.37,1297,48,operando
2025-11-05T21:41:49,POWERLOOM-03,Linha-B,Evening,800015,132,polyester,30.5,71.7,2.38,1307,55,operando
2025-11-05T21:41:49,POWERLOOM-04,Linha-B,Evening,800012,133,polyester,25.8,73.2,1.5,1346,48,operando
2025-11-05T21:41:49,POWERLOOM-05,Linha-C,Evening,800025,135,silk,22.9,70.8,0.77,1227,36,operando
2025-11-05T21:41:49,POWERLOOM-06,Linha-C,Evening,800011,134,linen,26.1,64.1,1.44,1333,48,operando
2025-11-05T21:42:19,POWERLOOM-01,Linha-A,Evening,800023,136,cotton,24.5,58.0,1.22,1319,42,operando
2025-11-05T21:42:19,POWERLOOM-02,Linha-A,Evening,800017,137,cotton,26.1,63.5,1.37,1377,47,operando
2025-11-05T21:42:19,POWERLOOM-03,Linha-B,Evening,800015,132,polyester,31.3,71.1,2.64,1274,42,operando
2025-11-05T21:42:19,POWERLOOM-04,Linha-B,Evening,800012,138,polyester,30.7,65.2,2.16,1374,49,operando
2025-11-05T21:42:19,POWERLOOM-05,Linha-C,Evening,800025,135,silk,28.4,71.7,1.12,1313,38,operando
2025-11-05T21:42:19,POWERLOOM-06,Linha-C,Evening,800011,139,linen,28.1,66.7,1.75,1314,44,operando
2025-11-05T21:42:49,POWERLOOM-01,Linha-A,Evening,800023,136,cotton,27.2,65.0,1.25,1286,44,operando
2025-11-05T21:42:49,POWERLOOM-02,Linha-A,Evening,800017,137,cotton,25.8,59.2,1.63,1322,45,operando
2025-11-05T21:42:49,POWERLOOM-03,Linha-B,Evening,800028,140,polyester,30.5,68.4,2.39,1361,48,operando
2025-11-05T21:42:49,POWERLOOM-04,Linha-B,Evening,800012,138,polyester,26.3,69.9,1.77,1343,48,operando
2025-11-05T21:42:49,POWERLOOM-05,Linha-C,Evening,800025,135,silk,23.7,72.7,1.02,1152,43,operando
2025-11-05T21:42:49,POWERLOOM-06,Linha-C,Evening,800011,139,linen,25.9,59.7,1.43,1321,43,operando
2025-11-05T21:43:19,POWERLOOM-01,Linha-A,Evening,800023,136,cotton,27.3,62.1,1.36,1283,43,operando
2025-11-05T21:43:19,POWERLOOM-02,Linha-A,Evening,800017,137,cotton,25.6,65.2,1.54,1297,46,operando
2025-11-05T21:43:19,POWERLOOM-03,Linha-B,Evening,800028,140,polyester,32.5,70.4,2.28,1356,48,operando
2025-11-05T21:43:19,POWERLOOM-04,Linha-B,Evening,800012,138,polyester,28.2,71.6,2.0,1324,51,operando
2025-11-05T21:43:19,POWERLOOM-05,Linha-C,Evening,800025,135,silk,24.4,72.1,0.99,1212,33,operando
2025-11-05T21:43:19,POWERLOOM-06,Linha-C,Evening,800011,139,linen,32.2,56.4,1.62,1258,43,operando
2025-11-05T21:43:49,POWERLOOM-01,Linha-A,Evening,800023,136,cotton,25.4,64.2,1.28,1269,43,operando
2025-11-05T21:43:49,POWERLOOM-02,Linha-A,Evening,800017,137,cotton,26.9,68.2,1.53,1337,45,operando
2025-11-05T21:43:49,POWERLOOM-03,Linha-B,Evening,800028,140,polyester,34.1,69.5,2.23,1372,45,operando
2025-11-05T21:43:49,POWERLOOM-04,Linha-B,Evening,800012,138,polyester,25.8,63.7,1.54,1350,44,operando
2025-11-05T21:43:49,POWERLOOM-05,Linha-C,Evening,800025,135,silk,28.4,75.1,0.97,1189,30,operando
2025-11-05T21:43:49,POWERLOOM-06,Linha-C,Evening,800011,139,linen,26.2,62.1,1.56,1306,44,operando
2025-11-05T21:44:19,POWERLOOM-01,Linha-A,Evening,800023,136,cotton,24.5,64.1,1.37,1266,47,operando
2025-11-05T21:44:19,POWERLOOM-02,Linha-A,Evening,800017,137,cotton,28.1,62.7,1.32,1375,52,operando
2025-11-05T21:44:19,POWERLOOM-03,Linha-B,Evening,800028,140,polyester,33.4,72.8,5.02,1289,48,alerta
2025-11-05T21:44:19,POWERLOOM-04,Linha-B,Evening,800012,138,polyester,29.2,69.1,1.91,1367,51,operando
2025-11-05T21:44:19,POWERLOOM-05,Linha-C,Evening,800025,135,silk,24.5,70.0,1.21,1240,35,operando
2025-11-05T21:44:19,POWERLOOM-06,Linha-C,Evening,800011,139,linen,31.4,58.1,1.78,1283,49,operando
2025-11-05T21:44:49,POWERLOOM-01,Linha-A,Evening,800023,136,cotton,26.7,55.9,0.85,1264,46,operando
2025-11-05T21:44:49,POWERLOOM-02,Linha-A,Evening,800017,137,cotton,28.2,67.6,1.66,1219,54,operando
2025-11-05T21:44:49,POWERLOOM-03,Linha-B,Evening,800028,140,polyester,30.9,73.5,2.57,1335,48,operando
2025-11-05T21:44:49,POWERLOOM-04,Linha-B,Evening,800012,138,polyester,26.4,65.3,1.89,1369,51,operando
2025-11-05T21:44:49,POWERLOOM-05,Linha-C,Evening,800025,135,silk,25.3,70.6,1.16,1297,41,operando
2025-11-05T21:44:49,POWERLOOM-06,Linha-C,Evening,800011,139,linen,25.9,63.6,1.58,1315,47,operando
2025-11-05T21:45:19,POWERLOOM-01,Linha-A,Evening,800023,136,cotton,25.8,60.8,1.15,1282,47,operando
2025-11-05T21:45:19,POWERLOOM-02,Linha-A,Evening,800017,137,cotton,25.0,61.9,1.46,1348,56,operando
2025-11-05T21:45:19,POWERLOOM-03,Linha-B,Evening,800028,140,polyester,34.9,71.6,2.65,1311,50,operando
2025-11-05T21:45:19,POWERLOOM-04,Linha-B,Evening,800012,138,polyester,30.3,68.4,1.51,1342,49,operando
2025-11-05T21:45:19,POWERLOOM-05,Linha-C,Evening,800025,141,silk,23.5,71.7,0.94,1254,42,operando
2025-11-05T21:45:19,POWERLOOM-06,Linha-C,Evening,800011,139,linen,28.2,62.4,1.74,1243,45,operando
2025-11-05T21:45:49,POWERLOOM-01,Linha-A,Evening,800023,136,cotton,26.4,75.4,1.05,1319,47,operando
2025-11-05T21:45:49,POWERLOOM-02,Linha-A,Evening,800017,137,cotton,28.8,79.9,1.41,1292,43,operando
2025-11-05T21:45:49,POWERLOOM-03,Linha-B,Evening,800028,140,polyester,28.8,73.5,2.4,1333,51,operando
2025-11-05T21:45:49,POWERLOOM-04,Linha-B,Evening,800012,138,polyester,33.9,67.4,1.61,1430,42,operando
2025-11-05T21:45:49,POWERLOOM-05,Linha-C,Evening,800025,141,silk,25.1,70.3,0.8,1207,33,operando
2025-11-05T21:45:49,POWERLOOM-06,Linha-C,Evening,800011,139,linen,30.2,56.7,1.46,1247,38,operando
2025-11-05T21:46:19,POWERLOOM-01,Linha-A,Evening,800023,136,cotton,25.5,63.5,0.98,1304,42,operando
2025-11-05T21:46:19,POWERLOOM-02,Linha-A,Evening,800017,137,cotton,30.6,64.4,1.33,1332,46,operando
2025-11-05T21:46:19,POWERLOOM-03,Linha-B,Evening,800028,140,polyester,32.2,67.5,2.54,1365,45,operando
2025-11-05T21:46:19,POWERLOOM-04,Linha-B,Evening,800012,138,polyester,29.9,67.2,1.77,1337,49,operando
2025-11-05T21:46:19,POWERLOOM-05,Linha-C,Evening,800025,141,silk,23.4,69.1,0.91,1223,40,operando
2025-11-05T21:46:19,POWERLOOM-06,Linha-C,Evening,800011,139,linen,29.3,63.4,1.49,1320,57,operando
2025-11-05T21:46:49,POWERLOOM-01,Linha-A,Evening,800023,136,cotton,23.4,64.4,1.08,1272,43,operando
2025-11-05T21:46:49,POWERLOOM-02,Linha-A,Evening,800017,137,cotton,24.8,61.7,1.55,1306,54,operando
2025-11-05T21:46:49,POWERLOOM-03,Linha-B,Evening,800028,140,polyester,31.3,68.4,2.42,1344,49,operando
2025-11-05T21:46:49,POWERLOOM-04,Linha-B,Evening,800012,138,polyester,29.2,64.2,2.07,1311,46,operando
2025-11-05T21:46:49,POWERLOOM-05,Linha-C,Evening,800025,141,silk,24.5,65.4,1.03,1256,36,operando
